"usertype","mean_ride_length","median_ride_length","max_ride_length","min_ride_length"
"Customer",57.5334728432967,25.7666666666667,177200.366666667,1.01666666666667
"Subscriber",14.3092402699509,9.76666666666667,150943.9,1.01666666666667
"casual",96.2000769974449,21.2833333333333,156450.4,0.0166666666666667
"member",12.6771125181793,8.58333333333333,93793.5166666667,0.0166666666666667
